directors,averageRating,meanofRatingNum,sumofRatingNum,primaryName,famous1_name,famous2_name,famous3_name
nm0205095,8.6,5,10,Bill Bennett,In a Savage Land,Backlash,Kiss or Kill
nm0205157,6.0,51241,3791882,Yigong Wu,Shanghai Triad,My Memories of Old Beijing,Evening Rain
nm0205199,6.1,2357,58942,Charles Shyer,Alfie,Private Benjamin,Father of the Bride
nm0205370,6.2,477,24819,Friðrik Þór Friðriksson,Angels of the Universe,Children of Nature,Devil's Island
nm0205542,5.6,39525,3834012,Benoît Lamy,Home Sweet Home,Ham and Chips,Life Is Rosy
nm0205665,4.9,50,250,Carl Gottlieb,Caveman,Doctor Detroit,Jaws 2
nm0205711,3.0,290,2034,Mohammed Lakhdar-Hamina,La dernière image,The Winds of the Aures,Sandstorm
nm0205760,6.3,54,5639,Danny DeVito,Matilda,Batman Returns,The War of the Roses
nm0205779,5.9,476,8580,Daniel Waters,Heathers,Batman Returns,Sex and Death 101
nm0205827,5.8,387,5043,Jake Kasdan,The TV Set,Sex Tape,Zero Effect
nm0205844,5.5,53,3811,Tony Bill,Soldier in the Rain,Five Corners,Flyboys
nm0205955,5.9,35,539,Phillip Noyce,The Giver,Newsfront,The Quiet American
nm0206695,6.7,116,582,Han Hsiang Li,Ti Ying,The Beauty of Beauties,The Love Eterne
nm0206767,5.8,291,8746,Benoît Cohen,The Violettes,Our Precious Children,You'll Be a Man
nm0206856,4.2,17,17,Maria Speth,9 Leben,The Days Between,Madonnen
nm0206926,6.9,137,2605,Nicolas Klotz,L'héroïque lande - La frontière brûle,Paria,Heartbeat Detector
nm0206970,5.7,275,4137,Joey Klein,Painless,On the Road,The Vow
nm0206976,3.9,247,2228,Marc Silverstein,How to Be Single,I Feel Pretty,The Vow
nm0207023,5.7,17,227,Denys Arcand,The Barbarian Invasions,Stardom,Jesus of Montreal
nm0207029,7.0,460,10586,Carl Froelich,It Was a Gay Ballnight,Magda,Wenn wir alle Engel wären
nm0207108,7.3,514,13885,Victor Sjöström,A Man There Was,He Who Gets Slapped,Wild Strawberries
nm0207218,4.7,6,6,John W. Brunius,Thora van Deken,Fairy of Solbakken,Längtan till havet
nm0207254,6.0,23,213,F.W. Murnau,Nosferatu,Tabu: A Story of the South Seas,Sunrise
nm0207357,4.8,6739,229140,Frances Marion,The Love Light,The Big House,The Champ
nm0207401,6.8,566,4528,Howard Hawks,Gentlemen Prefer Blondes,Red River,To Have and Have Not
nm0207435,5.4,339,3058,Richard Rosson,Behind the Headlines,Dead Man's Curve,Scarface
nm0208013,6.0,7,7,Howard Hughes,The Outlaw,Jet Pilot,Scarface
nm0208051,7.4,33,33,Fridrikh Ermler,The Turning Point,No Greater Love,The Great Force
nm0208086,6.7,1194,19104,Arkadi Koltsaty,The Turning Point,The Mysterious Monk,Taras Shevchenko
nm0208113,5.3,66,530,Clarence Brown,Anna Karenina,Anna Christie,Intruder in the Dust
nm0208171,7.0,250,751,Ben Maddow,The Savage Eye,The Balcony,Intruder in the Dust
nm0208330,6.0,28,28,Lowell Sherman,The Royal Bed,A Lady of Chance,Bachelor Apartment
nm0208343,6.7,9199,450787,Max Ophüls,Le Plaisir,La Ronde,The Earrings of Madame De...
nm0208346,3.8,25,150,Armand Schaefer,The Three Musketeers,Burn 'Em Up Barnes,The Hurricane Express
nm0208370,6.4,140,7033,Felix E. Feist,The Devil Thumbs a Ride,Donovan's Brain,The Golden Gloves Story
nm0208506,4.5,188,377,Max Marcin,King of the Jungle,Silence,Gambling Ship
nm0208508,6.7,38,114,J. Walter Ruben,The Roadhouse Murder,Trouble for Two,Public Hero Number 1
nm0208544,5.8,25,175,Erich Engel,Hard Luck Mary,Unter den tausend Laternen,Der Mann meines Lebens
nm0208545,7.0,33,101,Rouben Mamoulian,Becky Sharp,Dr. Jekyll and Mr. Hyde,The Gay Desperado
nm0208571,6.3,34,699,Gerhard Lamprecht,Children of No Importance,Betrayal,Menschen untereinander
nm0208674,5.2,40,121,Frank Wisbar,Strangler of the Swamp,Hermine und die sieben Aufrechten,"Stalingrad: Dogs, Do You Want to Live Forever?"
nm0208748,5.3,18,54,Tod Browning,Outside the Law,Freaks,London After Midnight
nm0208827,4.6,223,223,Bob Gosse,Laws of Gravity,Hand Gun,Julie Johnson
nm0208854,6.7,1764,144702,Josephine Decker,Thou Wast Mild and Lovely,Butter on the Latch,Collective: Unconscious
nm0208862,6.1,226,4987,Alex van Warmerdam,Ober,Borgman,Grimm
nm0208876,6.7,129,1034,Larry Blamire,Dark and Stormy Night,Trail of the Screaming Forehead,The Lost Skeleton Returns Again
nm0208878,7.0,3650,14600,Jessica Hausner,Hotel,Lourdes,Amour Fou
nm0209010,6.6,266,5857,Raja Menon,Bas Yun Hi,Chef,Airlift
nm0209113,4.8,22,66,Kongkiat Khomsiri,Take Me Home,The Gangster,Slice
nm0209118,4.6,11,11,Christopher Smith,Black Death,Triangle,Severance
nm0209154,6.2,20,167,Hitoshi Matsumoto,Symbol,Saya-zamurai,Big Man Japan
nm0209168,4.6,417,5432,Srdjan Koljevic,The Red Colored Grey Truck,The Woman with a Broken Nose,Circles
nm0209213,6.5,19,228,Alberto Fuguet,For Rent,Invierno,Locaciones: Buscando a Rusty James
nm0209216,5.7,380,8380,Feliks Falk,The Collector,Joanna,Bohater roku
nm0209303,4.1,2957,38441,Hans Petter Moland,Cold Pursuit,Aberdeen,Kraftidioten
nm0209330,5.6,22,67,Allen Hughes,The Book of Eli,Dead Presidents,Menace II Society
nm0209339,5.0,187,187,Darin Scott,Dark House,Caught Up,Menace II Society
nm0209414,5.7,223,447,Albert Hughes,Menace II Society,Dead Presidents,From Hell
nm0209435,4.5,392,5885,Rituparno Ghosh,Shubho Mahurat,Abohomaan,Raincoat
nm0209458,5.0,11,337,John H. Lee,Sayonara itsuka,71: Into the Fire,A Moment to Remember
nm0209462,7.6,95,285,Michal Marczak,All These Sleepless Nights,Man at War,Fuck for Forest
nm0209527,5.2,15,228,Gabriele Salvatores,Teeth,The Invisible Boy,I'm Not Scared
nm0209602,5.7,19,78,Thomas Arslan,Gold,Dealer,Bright Nights
nm0209629,6.0,141,705,Derick Martini,Louis,Lymelife,Smiling Fish & Goat on Fire
nm0209649,6.7,26,52,Léa Pool,Set Me Free,La femme de l'hôtel,Lost and Delirious
nm0209660,7.5,6,19,Carlo Mazzacurati,Un'altra vita,La sedia della felicità,The Right Distance
nm0209672,7.3,69,1449,Cristian Mungiu,Tales from the Golden Age,"4 Months, 3 Weeks and 2 Days",Graduation
nm0209853,7.2,53,2332,Jean-Stéphane Bron,Mon frère se marie,Cleveland vs. Wall Street,L'expérience Blocher
nm0209948,5.2,470,470,Seyfi Teoman,Summer Book,Our Grand Despair,Tepenin Ardi
nm0209979,5.4,19,19,Gilles Legrand,Ridicule,Micmacs,The Widow of Saint-Pierre
nm0210101,6.2,416,6240,Patrice Leconte,Ridicule,Man on the Train,Girl on the Bridge
nm0210130,5.2,485,148595,Philippe Claudel,Before the Winter Chill,A Childhood,I've Loved You So Long
nm0210171,5.3,7,7,Erwin Wagenhofer,Let's Make Money,Black Brown White,We Feed the World
nm0210217,5.3,9,19,Joshua Marston,"New York, I Love You",The Forgiveness of Blood,Maria Full of Grace
nm0210218,6.7,2146,32203,Jim Strouse,"New York, I Love You",People Places Things,Grace Is Gone
nm0210295,7.2,21,43,Jaume Collet-Serra,Orphan,Run All Night,The Shallows
nm0210322,5.8,85,15725,Milos 'Misa' Radivojevic,This Crazy World of Ours,Breakdown,How I Was Stolen by the Germans
nm0210348,7.6,7,7,Peter Luisi,The Fraulein and the Sandman,Vitus,Verflixt verliebt
nm0210458,5.9,13,26,Fredi M. Murer,Alpine Fire,Vitus,Full Moon
nm0210472,5.9,681,5453,Sean Baker,Tangerine,The Florida Project,Prince of Broadway
nm0210485,7.2,1199,10791,Andrew Rossi,Page One: Inside the New York Times,The First Monday in May,Ivory Tower
nm0210487,7.2,1199,10791,Shinobu Yaguchi,Swing Girls,Hadashi no pikunikku,Wood Job!
nm0210657,6.0,17,102,Scott Storm,Apt Pupil,Burn,Ten 'til Noon
nm0210659,6.4,69,1394,Rudolf van den Berg,Süskind,For My Baby,Bastille
nm0210701,6.8,768,155267,Yôjirô Takita,Made in Japan,Onmyoji: The Yin Yang Master,Comic Magazine
nm0210709,4.3,275,5514,Jonathan Kasdan,In the Land of Women,The First Time,Dreamcatcher
nm0210738,6.5,28,143,Robert Stromberg,Master and Commander: The Far Side of the World,Maleficent,Avatar
nm0210811,5.0,1041,164487,Joel David Moore,Youth in Oregon,Grandma's Boy,Avatar
nm0210888,6.7,86,346,Reginald Harkema,Super Duper Alice Cooper,"Manson, My Name Is Evil",Goon
nm0211108,6.3,89,6732,Michael Dowse,What If,It's All Gone Pete Tong,Goon
nm0211144,6.6,142,426,Gary Ross,The Hunger Games,Pleasantville,Big
nm0211180,6.4,20,751,Tom Hanks,Forrest Gump,Saving Private Ryan,Big
nm0211194,7.4,210,1050,Billy Ray,The Hunger Games,Overlord,Captain Phillips
nm0211195,6.1,11,22,Mark Vicente,What the #$*! Do We (K)now!?,What the Bleep!?: Down the Rabbit Hole,Sarafina!
nm0211288,3.7,120,600,Betsy Chasse,What the #$*! Do We (K)now!?,Nowhere Land,Extremedays
nm0211297,5.0,19,19,Carlos Carrera,La mujer de Benjamín,Sender Unknown,On Childhood
nm0211408,4.4,317,1268,Satyajit Ray,Charulata,Pather Panchali,Aparajito
nm0211414,6.8,6,6,Carlos Velo,Pedro Páramo,Torero,Alguien nos quiere matar
nm0211459,7.0,603,80855,Muzaffar Ali,Congregation,Umrao Jaan,Jaanisaar
nm0211481,4.5,244,2440,Zahari Zhandov,Earth,Boyanskiyat maystor,Shibil
nm0211487,5.9,28,729,Yoshitarô Nomura,The Demon,The Castle of Sand,The Incident
nm0211565,4.8,316,2214,Kenji Misumi,The Last Samurai,Lone Wolf and Cub: Sword of Vengeance,Shogun Assassin
nm0211643,5.7,59,2339,Yuriy Chulyukin,The Girls,Ne khochu byt vzroslym,Kak stat schastlivym
nm0211823,4.0,58046,1683354,Alejandro Jodorowsky,Santa Sangre,El Topo,The Holy Mountain
nm0211869,7.1,33,169,André Mélançon,The Dog Who Stopped the War,Rafales,Des armes et les hommes
nm0211964,6.5,1651,777655,John Quested,Loophole,"Philadelphia, Here I Come",Sunburn
nm0212137,5.7,2064,68143,Irina Povolotskaya,Heat,Tainstvennaya stena,Ispolnyayushchiy obyazannosti
nm0212201,5.5,1115,24530,Arvo Kruusement,Bande,Kevade,Karge meri
nm0212543,7.8,56,113,Oleg Dashkevich,Pravda leytenanta Klimova,Serebryanye struny,Szerelmi álmok - Liszt
nm0212563,5.4,4094,8188,Peeter Simm,Odinokiy ostrov,Fed Up!,Good Hands
nm0212704,6.0,197,9674,Lucian Bratu,Tudor,Secretul cifrului,Mireasa din tren
nm0212990,6.7,26,53,Nikita Khubov,Telo,Predatelnitsa,Rokovaya oshibka
nm0213100,5.6,11931,1395969,Yusuf Kurçenli,Çözülmeler,Merdoglu Ömer Bey,Gönderilmemis mektuplar
nm0213136,6.9,1539,652567,Sergey Bondarchuk,Voyna i mir I: Andrey Bolkonskiy,Taras Shevchenko,Boris Godunov
nm0213179,2.0,874,6118,Zdenek Zaoral,Aféry mé zeny,Pavucina,Poutníci
nm0213354,5.0,929,13006,Ondrej Trojan,Zelary,Jako nikdy,Identity Card
nm0213450,7.8,342815,39766566,Russell Solberg,Mission: Impossible - Ghost Protocol,Taxi,They Live
nm0213499,7.5,320,1280,Chatrichalerm Yukol,Kru Somsri,Mun ma gub kwam mud,Song for Chao Phraya
nm0213726,6.7,424,848,Péter Forgács,El Perro Negro: Stories from the Spanish Civil War,The Danube Exodus,Angelos' film
nm0213798,4.3,494,12854,Sang-Jin Kim,Jail Breakers,Gangpae sueob,Two Cops 3
nm0213940,6.4,119,45338,Ji-woo Jung,A Muse,Modern Boy,Happy End
nm0214088,6.8,20,20,Alice Nellis,Eeny Meeny,Little Girl Blue,Revival
nm0214358,4.9,66,132,Christian Petzold,Phoenix,Barbara,The State I Am In
nm0214399,5.4,116,348,Wisit Sasanatieng,Tears of the Black Tiger,The Unseeable,Citizen Dog
nm0214539,4.1,54,378,Joon-ho Bong,Okja,Snowpiercer,Memories of Murder
nm0214584,4.4,659,3295,Clara Law,The Goddess of 1967,Autumn Moon,Temptation of a Monk
nm0214629,4.4,118,474,Naomi Kawase,Still the Water,The Mourning Forest,Sweet Bean
nm0214641,6.8,679,2716,Kevin Macdonald,How I Live Now,Touching the Void,The Last King of Scotland
nm0214760,5.8,60,120,Magnus Gertten,Becoming Zlatan,Long Distance Love,Hoppets hamn
nm0214889,5.4,574,3444,Apichatpong Weerasethakul,Blissfully Yours,Tropical Malady,Cemetery of Splendor
nm0214964,6.4,602,8436,Samira Makhmalbaf,The Apple,Blackboards,Two-Legged Horse
nm0215081,5.5,83,166,Jean-Pierre Sinapi,Life Kills Me,Nationale 7,Camping à la ferme
nm0215085,5.8,523,15170,Reza Mirkarimi,Today,The Child and the Soldier,As Simple as That
nm0215166,6.8,707,12736,Zhou Sun,Breaking the Silence,The True-Hearted,Zhou Yu de huo che
nm0215269,5.9,28661,1576386,Ki-duk Kim,Time,"Spring, Summer, Fall, Winter... and Spring",3-Iron
nm0215347,6.0,121,1815,Ariel Rotter,Las Acacias,The Other,Just for Today
nm0215455,8.2,524111,23584995,Szabolcs Hajdu,Macerás ügyek,Bibliothèque Pascal,It's Not the Time of My Life
nm0215534,7.1,983,8855,Denis Chouinard,Clandestins,Requiem for a Handsome Bastard,L'ange de goudron
nm0215589,4.5,48,384,Lucrecia Martel,Zama,La Ciénaga,The Headless Woman
nm0215626,5.6,30,120,Knut Erik Jensen,Brent av frost,Stella polaris,Passing Darkness
nm0215659,6.1,309,14227,Sólveig Anspach,Lulu femme nue,Back Soon,The Aquatic Effect
nm0215769,5.0,242,484,Montxo Armendáriz,Las cartas de Alou,Secrets of the Heart,Broken Silence
nm0215772,6.4,312,1560,Giuseppe Piccioni,Light of My Eyes,Not of This World,Il grande Blek
nm0215877,6.6,719,409623,Gabriele Muccino,Fathers & Daughters,The Pursuit of Happyness,Seven Pounds
nm0215948,4.0,54,542,Antonio Capuano,Sacred Silence,Vito and the Others,Mario's War
nm0216016,3.9,56,282,André Téchiné,Wild Reeds,Being 17,My Favorite Season
nm0216032,4.4,60,60,Jacques Nolot,Wild Reeds,Porn Theater,Before I Forget
nm0216381,6.4,354,158635,Francis Veber,The Fugitives,The ComDads,Le Dîner de Cons
nm0216459,5.4,663,9956,Anthony Minghella,Cold Mountain,The English Patient,Truly Madly Deeply
nm0216507,7.2,12,12,Saul Metzstein,The Snowman,Guy X,Dredd
nm0216524,8.3,15,30,Yurek Bogayevicz,Anna,Edges of the Lord,Three of Hearts
nm0216560,2.3,138,138,Lucas Belvaux,Pas son genre,An Amazing Couple,Trilogy: Three
nm0216632,4.8,6,12,Ildikó Szabó,Hótreál,Chacho Rom,Csajok
nm0216816,6.1,158,2540,Bertrand Tavernier,It All Starts Today,A Sunday in the Country,Captain Conan
nm0216923,7.7,6,12,Carlos Saldanha,Ice Age: The Meltdown,Ice Age,Rio 2
nm0217005,5.1,25,1085,Galen T. Chu,Ice Age,Ice Age: Collision Course,Ice Age: Dawn of the Dinosaurs
nm0217052,5.8,10,20,Shawkat Amin Korki,Crossing the Dust,Kick Off,Memories on Stone
nm0217075,5.8,24,147,Jae-rim Han,The Face Reader,Rules of Dating,The Show Must Go On
nm0217134,6.5,764,2292,Joon-ik Lee,Dongju,The Throne,Anarchist from Colony
nm0217159,6.9,1222,21996,Handan Ipekçi,Babam askerde,Hidden Faces,"Big Man, Little Love"
nm0217201,5.5,46,276,Nicolás Pereda,Together,Where Are Their Stories?,Summer of Goliath
nm0217219,6.8,212,2336,Janus Metz,Armadillo,Heartbound: A Different Kind of Love Story,Borg vs. McEnroe
nm0217325,6.3,352,12328,Benedek Fliegauf,Dealer,Just the Wind,Lily Lane
nm0217334,4.9,119,239,Dror Moreh,Beitar Provence,Sharon,The Gatekeepers
nm0217435,7.5,308,3083,Yuji Nakae,Nabbie no koi,A Midsummer Night's Dream,Hotel Hibiscus
nm0217454,3.9,574,574,Shinji Higuchi,Kill Bill: Vol. 1,Shin Godzilla,Neon Genesis Evangelion: The End of Evangelion
nm0217677,4.3,155,2178,Mizuho Nishikubo,Kill Bill: Vol. 1,Musashi: The Dream of the Last Samurai,Giovanni's Island
nm0217779,5.5,80,887,Elizabeth Chai Vasarhelyi,Youssou Ndour: I Bring What I Love,Meru,Free Solo
nm0217782,6.4,144,1441,Kim Longinotto,The Day I Will Never Forget,Divorce Iranian Style,Gaea Girls
nm0217927,4.8,39,78,Kasia Adamik,Bark!,Battlefield Earth,Spoor
nm0217953,4.2,13,52,Ben Sombogaart,Bride Flight,Mijn vader woont in Rio,Crusade in Jeans
nm0217974,7.0,331,22861,Kirill Serebrennikov,Playing the Victim,The Student,Betrayal
nm0218022,6.2,1888,100100,Miguel Gomes,Arabian Nights: Volume 3 - The Enchanted One,Our Beloved Month of August,Tabu
nm0218119,7.3,40,2237,David Ondrícek,Septej,Loners,In the Shadow
nm0218252,6.5,696,13924,Alexandru Solomon,Cold Waves,Apocalypse on Wheels,Great Communist Bank Robbery
nm0218305,5.7,132,660,Andrew Wilson,Idiocracy,The Royal Tenenbaums,Bottle Rocket
nm0218318,6.4,223,895,Gianni Di Gregorio,Gomorrah,Mid-August Lunch,The Salt of Life
nm0218393,5.9,351,7734,Måns Månsson,Roland Hassel,The Real Estate,Stranded in Canton
nm0218414,3.9,145,291,Xiaolu Guo,Once Upon a Time Proletarian,"She, a Chinese",How Is Your Fish Today?
nm0218503,6.5,66,1062,Tomislav Radic,Sto je Iva snimila 21. listopada 2003.,Andjele moj dragi,Three Stories About Sleeplessness
nm0218525,6.3,24,337,Jean-Paul Lilienfeld,Arrêtez-moi,Quatre garçons pleins d'avenir,La journée de la jupe
nm0218531,7.2,4998,39985,Ben Hopkins,The Nine Lives of Tomas Katz,Simon Magus,The Market: A Tale of Trade
nm0218547,7.3,5429,309504,David Hogan,Batman Forever,Barb Wire,Most Wanted
nm0218621,6.0,119463,11229559,Vincent Ward,A State of Siege,The Navigator: A Medieval Odyssey,Map of the Human Heart
nm0218626,6.9,61,122,Jonathan Levine,The Wackness,50/50,Warm Bodies
nm0218653,7.4,12,12,Joseph Gordon-Levitt,Inception,50/50,Don Jon
nm0218678,7.2,163,327,Ted Demme,Blow,A Decade Under the Influence,Rounders
nm0218773,7.4,1185,1185,Paul T. Murray,Paint It Red,What Doesn't Kill You,Boiler Maker
nm0218843,5.2,848,1696,Corneliu Porumboiu,The Treasure,When Evening Falls on Bucharest or Metabolism,"Police, Adjective"
nm0218934,6.5,463,6949,Tung-Shing Yee,I Am Somebody,Full Throttle,One Nite in Mongkok
nm0219136,6.7,3465,526758,Ryszard Bugajski,Blindness,General Nil,The Closed Circuit
nm0219156,6.5,394,6310,Yong-hwa Kim,200 Pounds Beauty,Along with the Gods: The Last 49 Days,Along with the Gods: The Two Worlds
nm0219456,4.3,827,5789,Peter Strickland,Berberian Sound Studio,Katalin Varga,The Duke of Burgundy
nm0219666,7.2,11,77,Jake Scott,Days of Thunder,Alien³,Welcome to the Rileys
nm0219939,7.1,60,120,Rose Bosch,Avis de mistral,La Rafle,1492: Conquest of Paradise
nm0219959,5.5,6015,1305281,Dervis Zaim,Somersault in a Coffin,Dot,Filler ve Çimen
nm0219964,6.2,60,424,Rory Kennedy,Ethel,Ghosts of Abu Ghraib,Last Days in Vietnam
nm0219971,6.0,2746,10984,Oren Rudavsky,Hiding and Seeking: Faith and Tolerance After the Holocaust,Joseph Pulitzer: Voice of the People,Spark Among the Ashes: A Bar Mitzvah in Poland
nm0220019,7.3,232,13954,Skip Woods,Hitman: Agent 47,Sabotage,Thursday
nm0220131,5.7,45,5411,Maria Sole Tognazzi,A Five Star Life,"Me, Myself & Her",The Man Who Loves
nm0220204,5.8,525,7885,Kristijonas Vildziunas,As esi tu,Back to Your Arms,Seneca's Day
nm0220227,6.3,1335,353814,John Turturro,Fading Gigolo,Quiz Show,Barton Fink
nm0220234,6.6,42,1015,Tom Waller,Battle of Memories,The Last Executioner,Mechanic: Resurrection
nm0220274,6.6,3229,116244,Onir,My Brother... Nikhil,Night,I Am
nm0220328,6.3,21,190,Sheng Ding,Saving Mr. Wu,Police Story: Lockdown,A Better Tomorrow 2018
nm0220492,5.3,364,1456,Bernie Goldmann,300,The Last Witch Hunter,Land of the Dead
nm0220600,6.6,239113,28215363,Breck Eisner,The Crazies,The Last Witch Hunter,Tango & Cash
nm0220645,4.4,170,1021,Sam Garbarski,Irina Palm,Quartier lointain,Vijay and I
nm0220652,6.5,2411,113349,Sébastien Pilote,The Words,The Salesman,The Fireflies Are Gone
nm0220678,6.8,38,192,Santiago Mitre,Paulina,The Student,The Summit
nm0220795,5.6,127,5631,Kôki Mitani,The Magic Hour,Suite Dreams,The Kiyosu Conference
nm0220814,6.0,13,41,Mark Neale,Faster,Hitting the Apex,No Maps for These Territories
nm0220823,6.2,96,96,Chris Paine,Faster,Do You Trust This Computer?,Who Killed the Electric Car?
nm0220828,6.7,870,33063,Marjane Satrapi,Gang of the Jotas,The Voices,Chicken with Plums
nm0220834,5.7,34,34,Christian Zübert,Three Quarter Moon,The Treasure of the White Falcons,Lammbock
nm0220838,5.8,16,16,Karl Markovics,Breathing,Superwelt,The Counterfeiters
nm0220844,6.4,72,72,Darren Aronofsky,Mother!,Requiem for a Dream,The Wrestler
nm0220849,6.9,55,166,Drew Goddard,The Cabin in the Woods,Bad Times at the El Royale,The Martian
nm0220895,6.5,176,2828,Rob Reiner,A Few Good Men,The Wolf of Wall Street,This Is Spinal Tap
nm0221040,4.1,11,33,Christopher Guest,Best in Show,Waiting for Guffman,This Is Spinal Tap
nm0221042,6.2,687,13068,Ramona S. Diaz,Imelda,Don't Stop Believin': Everyman's Journey,Motherland
nm0221218,5.5,555,3334,Fernando González Molina,The Invisible Guardian,I Want You,Brain Drain
nm0221265,5.6,1695,137353,Paul Andrew Williams,Filth,Unfinished Song,The Cottage
nm0221306,7.6,78,235,Sam Fell,The Tale of Despereaux,Flushed Away,ParaNorman
nm0221331,5.9,46,138,George Clooney,Michael Clayton,The Monuments Men,Up in the Air
nm0221423,6.5,2133,354231,Jason Moore,Pitch Perfect 3,Pitch Perfect,Sisters
nm0221611,6.6,3383,328212,Rawson Marshall Thurber,Dodgeball: A True Underdog Story,Easy A,We're the Millers
nm0221805,8.4,17,51,Craig Gillespie,"I, Tonya",Lars and the Real Girl,The Finest Hours
nm0222043,6.1,35414,6799597,Bennett Miller,Foxcatcher,The Cruise,Moneyball
nm0222061,5.7,99,198,Neele Leana Vollmar,The Pasta Detectives,"Maria, He Doesn't Like It",Urlaub vom Leben
nm0222062,6.6,339,339,Jean-Marc Vallée,Dallas Buyers Club,C.R.A.Z.Y.,Wild
nm0222077,7.1,397,7160,Michel Côté,La vie après l'amour,C.R.A.Z.Y.,Le dernier tunnel
nm0222104,6.4,1906,19069,Griffin Dunne,Dallas Buyers Club,After Hours,An American Werewolf in London
nm0222145,5.8,17,17,Petr Zelenka,Buttoners,The Karamazov Brothers,Mnága - Happy End
nm0222150,5.4,7258,195985,Dan Fogelman,Life Itself,Cars,Tangled
nm0222157,5.5,53,2966,Byron Howard,Brother Bear,Bolt,Tangled
nm0222164,6.3,41,575,Joe Ranft,A Bug's Life,Cars,Toy Story
nm0222280,7.2,12,193,Alberto Rodríguez,Unit 7,The Pilgrim Factor,The Man with Thousand Faces
nm0222330,6.2,50,200,Brad Furman,Runner Runner,The Lincoln Lawyer,The Mexican
nm0222365,5.7,3463,34630,David Frost,Subterfuge,Ring of Steel,The Mexican
nm0222409,5.9,125,1762,Niki Caro,North Country,The Zookeeper's Wife,"McFarland, USA"
nm0222426,6.1,4947,24737,Gustav Machatý,Jealousy,Ecstasy,Seduction
nm0222427,4.3,2643,21150,Martin Fric,The Secret of Blood,"Workers, Let's Go",Dog's Heads
nm0222428,3.6,462,462,Konstantin Yudin,Na podmostkakh stseny,Four Hearts,The Horsemen
nm0222438,7.2,10,30,Harold Young,Song of the Sarong,Newsboys' Home,Machine Gun Mama
nm0222545,6.8,442,93445,Davit Rondeli,Chemi megobari Nodari,Mamluqi,Dakarguli samotkhe
nm0222566,6.8,2578,41248,Hemen Gupta,'42,'Ferry',Anand Math
nm0222615,4.0,123,2843,Igor Savchenko,Taras Shevchenko,Bogdan Khmelnitskiy,The Ballad of Cossack Golota
nm0222748,3.9,129,517,Guy Gilles,Wall Engravings,Earth Light,Le crime d'amour
nm0222767,7.2,45,45,Jean Eustache,The Mother and the Whore,Mes Petites Amoureuses,Santa Claus Has Blue Eyes
nm0222816,7.5,159,1594,Marcel Camus,Black Orpheus,L'oiseau de paradis,The Pioneers
nm0223014,6.9,128,900,Lyudmil Kirkov,Ne si otivay!,Momcheto si otiva,Ravnovesie
nm0223047,4.5,159,319,Gennadiy Vasilev,Vasiliy Buslaev,Tsar Ivan the Terrible,"Finest, the brave Falcon"
nm0223049,5.4,30,60,Yuri Ivanchuk,Parashyutisty,Prikaz: pereyti granitsu,55 gradusov nizhe nulya
nm0223092,5.9,13,13,Yuri Timoshenko,The Fall of Berlin,Shtepsel zhenit Tarapunku,Zelyonyy furgon
